Sequences re-analyzed from Wang et al. 2010 doi: 10.1007/s12275-010-0151-5,,,,,,,
WS0904 nodule,JX226923.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226943.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226968.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226969.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226992.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226994.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX227000.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX227006.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX227029.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226905.1,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
WS0904 nodule,JX226850.1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
WS0904 nodule,JX226986.1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
WS0904 nodule,JX226926.1,Bacteria,Patescibacteria,ABY1,Candidatus_Buchananbacteria,Candidatus_Buchananbacteria_fa,Candidatus_Buchananbacteria_ge
WS0904 nodule,JX226967.1,Bacteria,Planctomycetota,Phycisphaerae,Amsterdam-1B-07,Amsterdam-1B-07_fa,Amsterdam-1B-07_ge
WS0904 nodule,JX226826.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0904 nodule,JX226920.1,Bacteria,Planctomycetota,Phycisphaerae,C86,C86_fa,C86_ge
WS0904 nodule,JX227033.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
WS0904 nodule,JX226829.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX226857.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX226870.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX226937.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX226956.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX227018.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
WS0904 nodule,JX226837.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified
WS0904 nodule,JX226866.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
WS0904 nodule,JX227010.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
WS0904 nodule,JX227027.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
WS0904 nodule,JX226868.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
WS0904 nodule,JX226930.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
WS0904 nodule,JX226959.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
WS0904 nodule,JX226988.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
WS0904 nodule,JX227025.1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
WS0904 nodule,JX226915.1,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured
WS0904 nodule,JX226942.1,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
WS0904 nodule,JX226945.1,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
WS0904 nodule,JX227024.1,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
WS0904 nodule,JX226888.1,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,AT-s3-44_fa,AT-s3-44_ge
WS0904 nodule,JX226887.1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge
WS0904 nodule,JX227008.1,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226909.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
WS0904 nodule,JX226833.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226835.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226851.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226853.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226876.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226880.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226885.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226893.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226896.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226899.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226902.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226960.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,uncultured
WS0904 nodule,JX226805.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0904 nodule,JX226847.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0904 nodule,JX226854.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0904 nodule,JX226919.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
WS0904 nodule,JX226845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge
WS0904 nodule,JX226914.1,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge
WS0904 nodule,JX226922.1,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge
WS0904 nodule,JX226858.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
WS0904 nodule,JX226813.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226839.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226844.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226859.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226871.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226895.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226903.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226917.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226927.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226950.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226951.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226978.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX227016.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX227030.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX227032.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured
WS0904 nodule,JX226843.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
WS0904 nodule,JX226884.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
WS0904 nodule,JX226944.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
WS0904 nodule,JX226974.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
WS0904 nodule,JX227007.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
WS0904 nodule,JX226836.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226842.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226856.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226907.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226952.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226975.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured
WS0904 nodule,JX226928.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
WS0904 nodule,JX226964.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum
WS0904 nodule,JX227034.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum
WS0904 nodule,JX226832.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage
WS0904 nodule,JX227003.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
WS0904 nodule,JX226820.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
WS0904 nodule,JX226823.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
WS0904 nodule,JX226912.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured
WS0904 nodule,JX226972.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonadaceae_unclassified
WS0904 nodule,JX226881.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
WS0904 nodule,JX226921.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
WS0904 nodule,JX226934.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
WS0904 nodule,JX227005.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
WS0904 nodule,JX226991.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60
WS0904 nodule,JX226953.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
WS0904 nodule,JX226852.1,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
WS0904 nodule,JX226906.1,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
WS0904 nodule,JX226886.1,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_fa,EC3_ge
WS0904 nodule,JX226940.1,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_fa,EC3_ge
WS0904 nodule,JX226861.1,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536_fa,Ga0077536_ge
WS0904 nodule,JX226828.1,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
WS0904 nodule,JX226985.1,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
WS0904 nodule,JX226995.1,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
WS0904 nodule,JX226996.1,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
WS0904 nodule,JX226855.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226901.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226933.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226961.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226963.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX227013.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX227031.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX227035.1,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,uncultured,uncultured_ge
WS0904 nodule,JX226811.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX226916.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX226918.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX226929.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX226954.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX226976.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
WS0904 nodule,JX227004.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,MBAE14_fa,MBAE14_ge
WS0904 nodule,JX226830.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27_fa,MBMPE27_ge
WS0904 nodule,JX226998.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27_fa,MBMPE27_ge
WS0904 nodule,JX227015.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27_fa,MBMPE27_ge
WS0904 nodule,JX226955.1,Bacteria,Proteobacteria,Gammaproteobacteria,MD2904-B13,MD2904-B13_fa,MD2904-B13_ge
WS0904 nodule,JX226999.1,Bacteria,Proteobacteria,Gammaproteobacteria,MD2904-B13,MD2904-B13_fa,MD2904-B13_ge
WS0904 nodule,JX227012.1,Bacteria,Proteobacteria,Gammaproteobacteria,MD2904-B13,MD2904-B13_fa,MD2904-B13_ge
WS0904 nodule,JX226818.1,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_fa,OM182_clade_ge
WS0904 nodule,JX226809.1,Bacteria,Proteobacteria,Gammaproteobacteria,P0X4b2H11,P0X4b2H11_fa,P0X4b2H11_ge
WS0904 nodule,JX226932.1,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-09-64,SS1-B-09-64_fa,SS1-B-09-64_ge
WS0904 nodule,JX226806.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226807.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226808.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226821.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226841.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226848.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226862.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226891.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226898.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226908.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226924.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226938.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226939.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226941.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226962.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226970.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226979.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226980.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX227002.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX227014.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX227022.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX227036.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX227037.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
WS0904 nodule,JX226822.1,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia
WS0904 nodule,JX227021.1,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia
WS0904 nodule,JX226812.1,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured_fa,uncultured_ge
WS0904 nodule,JX226982.1,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured_fa,uncultured_ge
WS0904 nodule,JX226814.1,Bacteria,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B
WS0904 nodule,JX226987.1,Bacteria,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B
WS0904 nodule,JX227017.1,Bacteria,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B
WS0904 nodule,JX226958.1,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella
WS0904 nodule,JX226948.1,Bacteria,Sumerlaeota,Sumerlaeia,uncultured,uncultured_fa,uncultured_ge
WS0904 nodule,JX227001.1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,koll11_ge
WS0904 nodule,JX226981.1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales_fa,Omnitrophales_ge
WS0904 nodule,JX226878.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
WS0902 nodule,JX226340.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0902 nodule,JX226359.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0902 nodule,JX226404.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0902 nodule,JX226408.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0902 nodule,JX226309.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226310.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226311.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226312.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226313.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226315.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226316.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226317.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226318.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226319.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226320.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226321.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226322.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226323.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226325.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226326.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226327.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226328.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226329.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226330.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226331.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226332.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226333.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226334.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226335.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226336.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226338.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226339.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0902 nodule,JX226341.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
